Gene stable ID,Chromosome/scaffold name,Gene name
ENSG00000104221,8,BRF2
ENSG00000162496,1,DHRS3
ENSG00000118707,20,TGIF2
ENSG00000068903,19,SIRT2
ENSG00000004948,7,CALCR
ENSG00000095203,9,EPB41L4B
ENSG00000204257,6,HLA-DMA
ENSG00000144908,3,ALDH1L1
ENSG00000110074,11,FOXRED1
ENSG00000237834,HSCHR6_MHC_COX,MOG
ENSG00000125912,19,NCLN
ENSG00000163116,4,STPG2
ENSG00000141579,17,ZNF750
ENSG00000109743,4,BST1
ENSG00000070882,7,OSBPL3
ENSG00000047315,4,POLR2B
ENSG00000140854,16,KATNB1
ENSG00000176903,14,PNMA1
ENSG00000164054,3,SHISA5
ENSG00000169045,5,HNRNPH1
ENSG00000102181,X,CD99L2
ENSG00000175711,17,B3GNTL1
ENSG00000172345,15,STARD5
ENSG00000082258,2,CCNT2
ENSG00000070159,9,PTPN3
ENSG00000156675,8,RAB11FIP1
ENSG00000157330,1,C1orf158
ENSG00000170537,16,TMC7
ENSG00000092850,1,TEKT2
ENSG00000101082,20,SLA2
ENSG00000090539,3,CHRD
ENSG00000105127,19,AKAP8
ENSG00000238134,HSCHR6_MHC_MCF,EHMT2
ENSG00000085433,1,WDR47
ENSG00000015413,16,DPEP1
ENSG00000101935,X,AMMECR1
ENSG00000116863,1,ADPRHL2
ENSG00000156030,14,ELMSAN1
ENSG00000137502,11,RAB30
ENSG00000171812,1,COL8A2
ENSG00000188869,15,TMC3
ENSG00000161082,19,CELF5
ENSG00000184557,17,SOCS3
ENSG00000186469,14,GNG2
ENSG00000139914,14,FITM1
ENSG00000172819,12,RARG
ENSG00000131165,16,CHMP1A
ENSG00000054116,1,TRAPPC3
ENSG00000147162,X,OGT
ENSG00000197780,1,TAF13
ENSG00000067167,8,TRAM1
ENSG00000066427,14,ATXN3
ENSG00000215717,1,TMEM167B
ENSG00000157654,9,PALM2-AKAP2
ENSG00000138698,4,RAP1GDS1
ENSG00000249773,7,MRPS17
ENSG00000204256,6,BRD2
ENSG00000167523,16,SPATA33
ENSG00000178665,7,ZNF713
ENSG00000167186,16,COQ7
ENSG00000092010,14,PSME1
ENSG00000108773,17,KAT2A
ENSG00000132376,17,INPP5K
ENSG00000188263,22,IL17REL
ENSG00000101079,20,NDRG3
ENSG00000176601,2,MAP3K19
ENSG00000004468,4,CD38
ENSG00000164483,6,SAMD3
ENSG00000184990,14,SIVA1
ENSG00000138892,22,TTLL8
ENSG00000116871,1,MAP7D1
ENSG00000188959,9,C9orf152
ENSG00000185324,16,CDK10
ENSG00000144771,3,LRTM1
ENSG00000136810,9,TXN
ENSG00000141905,19,NFIC
ENSG00000240505,17,TNFRSF13B
ENSG00000187840,8,EIF4EBP1
ENSG00000183496,15,MEX3B
ENSG00000144681,3,STAC
ENSG00000101938,X,CHRDL1
ENSG00000165494,11,PCF11
ENSG00000138398,2,PPIG
ENSG00000114251,3,WNT5A
ENSG00000111647,12,UHRF1BP1L
ENSG00000204193,9,TXNDC8
ENSG00000100427,22,MLC1
ENSG00000140859,16,KIFC3
ENSG00000116299,1,KIAA1324
ENSG00000156795,8,WDYHV1
ENSG00000068781,2,STON1-GTF2A1L
ENSG00000205730,16,ITPRIPL2
ENSG00000140043,14,PTGR2
ENSG00000145685,5,LHFPL2
ENSG00000147592,8,LACTB2
ENSG00000087157,17,PGS1
ENSG00000010219,12,DYRK4
ENSG00000129691,8,ASH2L
ENSG00000150455,11,TIRAP
ENSG00000176845,17,METRNL
ENSG00000029993,X,HMGB3
ENSG00000104825,19,NFKBIB
ENSG00000221947,8,XKR9
ENSG00000103528,16,SYT17
ENSG00000100908,14,EMC9
ENSG00000142208,14,AKT1
ENSG00000108774,17,RAB5C
ENSG00000110063,11,DCPS
ENSG00000116580,1,GON4L
ENSG00000262484,19,CCER2
ENSG00000163453,4,IGFBP7
ENSG00000115687,2,PASK
ENSG00000113273,5,ARSB
ENSG00000156804,8,FBXO32
ENSG00000137494,11,ANKRD42
ENSG00000111700,12,SLCO1B3
ENSG00000172115,7,CYCS
ENSG00000137441,4,FGFBP2
ENSG00000145632,5,PLK2
ENSG00000160131,X,VMA21
ENSG00000261210,16,CLEC19A
ENSG00000154479,2,CCDC173
ENSG00000165124,9,SVEP1
ENSG00000129932,19,DOHH
ENSG00000149636,20,DSN1
ENSG00000104835,19,SARS2
ENSG00000110514,11,MADD
ENSG00000168785,4,TSPAN5
ENSG00000187672,3,ERC2
ENSG00000100911,14,PSME2
ENSG00000144362,2,PHOSPHO2
ENSG00000075089,12,ACTR6
ENSG00000073146,22,MOV10L1
ENSG00000114279,3,FGF12
ENSG00000164484,6,TMEM200A
ENSG00000011243,19,AKAP8L
ENSG00000031698,1,SARS
ENSG00000204252,6,HLA-DOA
ENSG00000104313,8,EYA1
ENSG00000114268,3,PFKFB4
ENSG00000166049,X,PASD1
ENSG00000127928,7,GNGT1
ENSG00000255150,12,EID3
ENSG00000175946,8,KLHL38
ENSG00000158792,16,SPATA2L
ENSG00000105825,7,TFPI2
ENSG00000205281,15,GOLGA6L10
ENSG00000182580,3,EPHB3
ENSG00000104537,8,ANXA13
ENSG00000153790,7,C7orf31
ENSG00000075399,16,VPS9D1
ENSG00000132837,5,DMGDH
ENSG00000197978,15,GOLGA6L9
ENSG00000171310,12,CHST11
ENSG00000103534,16,TMC5
ENSG00000030304,9,MUSK
ENSG00000133030,17,MPRIP
ENSG00000110080,11,ST3GAL4
ENSG00000163673,3,DCLK3
ENSG00000137500,11,CCDC90B
ENSG00000184779,15,RPS17
ENSG00000130032,X,PRRG3
ENSG00000128626,19,MRPS12
ENSG00000089558,17,KCNH4
ENSG00000177383,3,MAGEF1
ENSG00000180611,3,MB21D2
ENSG00000011451,19,WIZ
ENSG00000007062,4,PROM1
ENSG00000213160,2,KLHL23
ENSG00000143126,1,CELSR2
ENSG00000087303,14,NID2
ENSG00000187775,17,DNAH17
ENSG00000151247,4,EIF4E
ENSG00000198121,9,LPAR1
ENSG00000196737,17,AC087392.1
ENSG00000158805,16,ZNF276
ENSG00000235361,17,AC016292.1
ENSG00000262213,17,AC144836.1
ENSG00000168016,3,TRANK1
ENSG00000171133,9,OR2K2
ENSG00000105605,19,CACNG7
ENSG00000149639,20,SOGA1
ENSG00000147378,X,FATE1
ENSG00000239789,7,MRPS17
ENSG00000231389,6,HLA-DPA1
ENSG00000142408,19,CACNG8
ENSG00000105325,19,FZR1
ENSG00000128578,7,STRIP2
ENSG00000226560,HSCHR6_MHC_MCF,C2
ENSG00000132718,1,SYT11
ENSG00000236618,17,PITPNA-AS1
ENSG00000130433,19,CACNG6
ENSG00000070729,16,CNGB1
ENSG00000050344,7,NFE2L3
ENSG00000146733,7,PSPH
ENSG00000054118,1,THRAP3
ENSG00000269190,19,FBXO17
ENSG00000240204,7,SMKR1
ENSG00000176853,8,FAM91A1
ENSG00000079819,6,EPB41L2
ENSG00000162494,1,LRRC38
ENSG00000134470,10,IL15RA
ENSG00000138385,2,SSB
ENSG00000189068,19,VSTM1
ENSG00000168229,14,PTGDR
ENSG00000161243,19,FBXO27
ENSG00000101342,20,TLDC2
ENSG00000122566,7,HNRNPA2B1
ENSG00000165626,10,BEND7
ENSG00000143622,1,RIT1
ENSG00000147465,8,STAR
ENSG00000106459,7,NRF1
ENSG00000162493,1,PDPN
ENSG00000214193,1,SH3D21
ENSG00000161091,19,MFSD12
ENSG00000105122,19,RASAL3
ENSG00000119725,14,ZNF410
ENSG00000248385,19,TARM1
ENSG00000175324,8,LSM1
ENSG00000073150,22,PANX2
ENSG00000134222,1,PSRC1
ENSG00000146731,7,CCT6A
ENSG00000186594,17,MIR22HG
ENSG00000142694,1,EVA1B
ENSG00000115839,2,RAB3GAP1
ENSG00000178567,3,EPM2AIP1
ENSG00000182544,12,MFSD5
ENSG00000101347,20,SAMHD1
ENSG00000170909,19,OSCAR
ENSG00000161031,19,PGLYRP2
ENSG00000006007,16,GDE1
ENSG00000148702,10,HABP2
ENSG00000156735,8,BAG4
ENSG00000170638,22,TRABD
ENSG00000196182,1,STK40
ENSG00000183397,19,C19orf71
ENSG00000221986,1,MYBPHL
ENSG00000079337,12,RAPGEF3
ENSG00000164024,4,METAP1
ENSG00000175857,5,GAPT
ENSG00000116731,1,PRDM2
ENSG00000111254,12,AKAP3
ENSG00000159648,16,TEPP
ENSG00000135476,12,ESPL1
ENSG00000170906,19,NDUFA3
ENSG00000187527,3,ATP13A5
ENSG00000234196,HSCHR6_MHC_MCF,ZBTB12
ENSG00000223865,6,HLA-DPB1
ENSG00000125384,14,PTGER2
ENSG00000205754,12,SLCO1B7
ENSG00000171954,19,CYP4F22
ENSG00000103540,16,CCP110
ENSG00000087301,14,TXNDC16
ENSG00000085788,8,DDHD2
ENSG00000187741,16,FANCA
ENSG00000105619,19,TFPT
ENSG00000173258,9,ZNF483
ENSG00000166188,16,ZNF319
ENSG00000214814,8,FER1L6
ENSG00000134243,1,SORT1
ENSG00000213780,6,GTF2H4
ENSG00000163884,3,KLF15
ENSG00000243570,HSCHR6_MHC_MCF,CFB
ENSG00000149571,11,KIRREL3
ENSG00000132840,5,BHMT2
ENSG00000115685,2,PPP1R7
ENSG00000164983,8,TMEM65
ENSG00000103005,16,USB1
ENSG00000214575,15,CPEB1
ENSG00000139180,12,NDUFA9
ENSG00000156931,3,VPS8
ENSG00000181817,1,LSM10
ENSG00000197894,4,ADH5
ENSG00000186810,X,CXCR3
ENSG00000180376,3,CCDC66
ENSG00000106853,9,PTGR1
ENSG00000064961,19,HMG20B
ENSG00000152932,5,RAB3C
ENSG00000204131,X,NHSL2
ENSG00000143106,1,PSMA5
ENSG00000168255,7,POLR2J3
ENSG00000186591,7,UBE2H
ENSG00000145040,3,UCN2
ENSG00000116885,1,OSCP1
ENSG00000136052,12,SLC41A2
ENSG00000102287,X,GABRE
ENSG00000204659,5,CBY3
ENSG00000186529,19,CYP4F3
ENSG00000179627,14,ZBTB42
ENSG00000059769,9,DNAJC25
ENSG00000134571,11,MYBPC3
ENSG00000143028,1,SYPL2
ENSG00000080839,20,RBL1
ENSG00000130669,19,PAK4
ENSG00000183665,8,TRMT12
ENSG00000242616,9,GNG10
ENSG00000128159,22,TUBGCP6
ENSG00000170881,8,RNF139
ENSG00000205238,7,SPDYE2
ENSG00000102996,16,MMP15
ENSG00000076242,3,MLH1
ENSG00000174238,17,PITPNA
ENSG00000162650,1,ATXN7L2
ENSG00000115414,2,FN1
ENSG00000077264,X,PAK3
ENSG00000134954,11,ETS1
ENSG00000161610,17,HCRT
ENSG00000099814,14,CEP170B
ENSG00000127022,5,CANX
ENSG00000186204,19,CYP4F12
ENSG00000174151,1,CYB561D1
ENSG00000182393,19,IFNL1
ENSG00000128011,19,LRFN1
ENSG00000179598,17,PLD6
ENSG00000134538,12,SLCO1B1
ENSG00000147687,8,TATDN1
ENSG00000167925,17,GHDC
ENSG00000105808,7,RASA4
ENSG00000103723,15,AP3B2
ENSG00000181754,1,AMIGO1
ENSG00000229363,HSCHR6_MHC_MCF,NELFE
ENSG00000151702,11,FLI1
ENSG00000114270,3,COL7A1
ENSG00000130755,19,GMFG
ENSG00000178860,8,MSC
ENSG00000156097,1,GPR61
ENSG00000150672,11,DLG2
ENSG00000091732,7,ZC3HC1
ENSG00000148154,9,UGCG
ENSG00000152518,2,ZFP36L2
ENSG00000242441,2,GTF2A1L
ENSG00000070770,16,CSNK2A2
ENSG00000105618,19,PRPF31
ENSG00000116898,1,MRPS15
ENSG00000065135,1,GNAI3
ENSG00000146205,2,ANO7
ENSG00000113448,5,PDE4D
ENSG00000197893,10,NRAP
ENSG00000104321,8,TRPA1
ENSG00000177951,11,BET1L
ENSG00000269846,20,RBL1
ENSG00000084453,12,SLCO1A2
ENSG00000103021,16,CCDC113
ENSG00000152527,2,PLEKHH2
ENSG00000198099,4,ADH4
ENSG00000154803,17,FLCN
ENSG00000161021,5,MAML1
ENSG00000205678,4,TECRL
ENSG00000116584,1,ARHGEF2
ENSG00000172519,19,OR10H5
ENSG00000004975,17,DVL2
ENSG00000186723,19,OR10H1
ENSG00000179134,19,SAMD4B
ENSG00000213316,5,LTC4S
ENSG00000106868,9,SUSD1
ENSG00000182674,8,KCNB2
ENSG00000070476,3,ZXDC
ENSG00000179855,19,GIPC3
ENSG00000101353,20,MROH8
ENSG00000006638,19,TBXA2R
ENSG00000172955,4,ADH6
ENSG00000088038,19,CNOT3
ENSG00000147601,8,TERF1
ENSG00000167703,17,SLC43A2
ENSG00000204991,16,SPIRE2
ENSG00000081148,3,IMPG2
ENSG00000092098,14,RNF31
ENSG00000166153,12,DEPDC4
ENSG00000119535,1,CSF3R
ENSG00000180998,14,GPR137C
ENSG00000123349,12,PFDN5
ENSG00000189337,1,KAZN
ENSG00000011677,X,GABRA3
ENSG00000181938,16,GINS3
ENSG00000105298,19,CACTIN
ENSG00000100429,22,HDAC10
ENSG00000127920,7,GNG11
ENSG00000236838,17,AC090617.1
ENSG00000147684,8,NDUFB9
ENSG00000066336,11,SPI1
ENSG00000118705,20,RPN2
ENSG00000119314,9,PTBP3
ENSG00000171729,1,TMEM51
ENSG00000121988,2,ZRANB3
ENSG00000105829,7,BET1
ENSG00000173757,17,STAT5B
ENSG00000187758,4,ADH1A
ENSG00000166428,14,PLD4
ENSG00000105617,19,LENG1
ENSG00000204464,1,C1orf195
ENSG00000171903,19,CYP4F11
ENSG00000211584,12,SLC48A1
ENSG00000145242,4,EPHA5
ENSG00000138382,2,METTL5
ENSG00000151704,11,KCNJ1
ENSG00000116337,1,AMPD2
ENSG00000177963,11,RIC8A
ENSG00000122565,7,CBX3
ENSG00000127249,3,ATP13A4
ENSG00000165886,10,UBTD1
ENSG00000186111,19,PIP5K1C
ENSG00000165915,11,SLC39A13
ENSG00000164692,7,COL1A2
ENSG00000120457,11,KCNJ5
ENSG00000186628,15,FSD2
ENSG00000145692,5,BHMT
ENSG00000129103,7,SUMF2
ENSG00000119471,9,HSDL2
ENSG00000174370,11,C11orf45
ENSG00000136021,12,SCYL2
ENSG00000077274,X,CAPN6
ENSG00000156232,15,WHAMM
ENSG00000141030,17,COPS3
ENSG00000086300,7,SNX10
ENSG00000164764,8,SBSPON
ENSG00000230185,9,C9orf147
ENSG00000167608,19,TMC4
ENSG00000103942,15,HOMER2
ENSG00000170873,8,MTSS1
ENSG00000163873,1,GRIK3
ENSG00000147604,8,RPL7
ENSG00000165185,9,KIAA1958
ENSG00000006712,19,PAF1
ENSG00000134460,10,IL2RA
ENSG00000138468,3,SENP7
ENSG00000115677,2,HDLBP
ENSG00000232616,HSCHR6_MHC_MCF,SKIV2L
ENSG00000148153,9,INIP
ENSG00000168765,1,GSTM4
ENSG00000005020,7,SKAP2
ENSG00000142621,1,FHAD1
ENSG00000163479,1,SSR2
ENSG00000118702,20,GHRH
ENSG00000105289,19,TJP3
ENSG00000137411,6,VARS2
ENSG00000159650,3,UROC1
ENSG00000148158,9,SNX30
ENSG00000101363,20,MANBAL
ENSG00000077279,X,DCX
ENSG00000119457,9,SLC46A2
ENSG00000128607,7,KLHDC10
ENSG00000136866,9,ZFP37
ENSG00000196616,4,ADH1B
ENSG00000134909,11,ARHGAP32
ENSG00000103550,16,KNOP1
ENSG00000141002,16,TCF25
ENSG00000136867,9,SLC31A2
ENSG00000165630,10,PRPF18
ENSG00000197122,20,SRC
ENSG00000130035,12,GALNT8
ENSG00000213928,14,IRF9
ENSG00000224313,HSCHR6_MHC_MCF,DXO
ENSG00000165916,11,PSMC3
ENSG00000040633,17,PHF23
ENSG00000145241,4,CENPC
ENSG00000213366,1,GSTM2
ENSG00000111262,12,KCNA1
ENSG00000126561,17,STAT5A
ENSG00000171204,11,TMEM126B
ENSG00000185567,14,AHNAK2
ENSG00000130037,12,KCNA5
ENSG00000174628,16,IQCK
ENSG00000105991,7,HOXA1
ENSG00000165887,10,ANKRD2
ENSG00000074660,17,SCARF1
ENSG00000119321,9,FKBP15
ENSG00000121039,8,RDH10
ENSG00000236625,HSCHR6_MHC_DBB,C4B
ENSG00000163874,1,ZC3H12A
ENSG00000160803,1,UBQLN4
ENSG00000169609,15,C15orf40
ENSG00000139637,12,C12orf10
ENSG00000248144,4,ADH1C
ENSG00000142082,11,SIRT3
ENSG00000171202,11,TMEM126A
ENSG00000241935,10,HOGA1
ENSG00000100519,14,PSMC6
ENSG00000121351,12,IAPP
ENSG00000011132,19,APBA3
ENSG00000268470,17,DNAH17-AS1
ENSG00000142634,1,EFHD2
ENSG00000163875,1,MEAF6
ENSG00000136868,9,SLC31A1
ENSG00000166619,20,BLCAP
ENSG00000134184,1,GSTM1
ENSG00000196344,4,ADH7
ENSG00000188130,22,MAPK12
ENSG00000156050,14,FAM161B
ENSG00000176386,9,CDC26
ENSG00000063322,19,MED29
ENSG00000151131,12,C12orf45
ENSG00000137504,11,CREBZF
ENSG00000161013,5,MGAT4B
ENSG00000258839,16,MC1R
ENSG00000125505,19,MBOAT7
ENSG00000146842,7,TMEM209
ENSG00000043039,11,BARX2
ENSG00000064726,15,BTBD1
ENSG00000185652,12,NTF3
ENSG00000136875,9,PRPF4
ENSG00000180938,8,ZNF572
ENSG00000121350,12,PYROXD1
ENSG00000167191,16,GPRC5B
ENSG00000128016,19,ZFP36
ENSG00000163877,1,SNIP1
ENSG00000162438,1,CTRC
ENSG00000134201,1,GSTM5
ENSG00000138813,4,C4orf17
ENSG00000198211,16,TUBB3
ENSG00000053438,20,NNAT
ENSG00000116586,1,LAMTOR2
ENSG00000163879,1,DNALI1
ENSG00000179071,11,CCDC89
ENSG00000108669,17,CYTH1
ENSG00000183617,19,MRPL54
ENSG00000204248,6,COL11A2
ENSG00000165188,9,RNF183
ENSG00000138036,2,DYNC2LI1
ENSG00000047617,12,ANO2
ENSG00000151715,11,TMEM45B
ENSG00000103034,16,NDRG4
ENSG00000165917,11,RAPSN
ENSG00000104549,8,SQLE
ENSG00000136404,15,TM6SF1
ENSG00000136010,12,ALDH1L2
ENSG00000180767,3,CHST13
ENSG00000134202,1,GSTM3
ENSG00000093167,3,LRRFIP2
ENSG00000226033,HSCHR6_MHC_MCF,STK19
ENSG00000118507,6,AKAP7
ENSG00000180697,3,C3orf22
ENSG00000148225,9,WDR31
ENSG00000132698,1,RAB25
ENSG00000258947,16,TUBB3
ENSG00000197763,3,TXNRD3
ENSG00000119723,14,COQ6
ENSG00000170892,19,TSEN34
ENSG00000007264,19,MATK
ENSG00000112855,5,HARS2
ENSG00000110799,12,VWF
ENSG00000040341,8,STAU2
ENSG00000061273,12,HDAC7
ENSG00000118520,6,ARG1
ENSG00000119411,9,BSPRY
ENSG00000254726,1,MEX3A
ENSG00000132792,20,CTNNBL1
ENSG00000179520,12,SLC17A8
ENSG00000145331,4,TRMT10A
ENSG00000119431,9,HDHD3
ENSG00000170322,11,NFRKB
ENSG00000198758,1,EPS8L3
ENSG00000180269,16,GPR139
ENSG00000105996,7,HOXA2
ENSG00000148218,9,ALAD
ENSG00000227746,HSCHR6_MHC_MCF,C4A
ENSG00000152409,5,JMY
ENSG00000167705,17,RILP
ENSG00000048991,2,R3HDM1
ENSG00000149187,11,CELF1
ENSG00000134453,10,RBM17
ENSG00000232414,HSCHR6_MHC_DBB,CYP21A2
ENSG00000132821,20,VSTM2L
ENSG00000164776,7,PHKG1
ENSG00000161011,5,SQSTM1
ENSG00000148229,9,POLE3
ENSG00000094914,12,AAAS
ENSG00000100918,14,REC8
ENSG00000134697,1,GNL2
ENSG00000090924,19,PLEKHG2
ENSG00000004700,12,RECQL
ENSG00000101407,20,TTI1
ENSG00000157653,9,C9orf43
ENSG00000198252,14,STYX
ENSG00000146007,5,ZMAT2
ENSG00000273326,HSCHR12_2_CTG2,TAS2R7
ENSG00000100522,14,GNPNAT1
ENSG00000169594,15,BNC1
ENSG00000170889,19,RPS9
ENSG00000155252,10,PI4K2A
ENSG00000105278,19,ZFR2
ENSG00000228049,7,POLR2J2
ENSG00000184371,1,CSF1
ENSG00000167460,19,TPM4
ENSG00000144357,2,UBR3
ENSG00000012504,12,NR1H4
ENSG00000267645,7,POLR2J2
ENSG00000272712,HSCHR12_2_CTG2,TAS2R8
ENSG00000140600,15,SH3GL3
ENSG00000105997,7,HOXA3
ENSG00000185386,22,MAPK11
ENSG00000273086,HSCHR12_2_CTG2,TAS2R9
ENSG00000173678,7,SPDYE2B
ENSG00000116922,1,C1orf109
ENSG00000263247,HSCHR12_2_CTG2,PRR4
ENSG00000138039,2,LHCGR
ENSG00000197576,7,HOXA4
ENSG00000138823,4,MTTP
ENSG00000106004,7,HOXA5
ENSG00000170296,17,GABARAP
ENSG00000101413,20,RPRD1B
ENSG00000170779,14,CDCA4
ENSG00000101901,X,ALG13
ENSG00000174231,17,PRPF8
ENSG00000249967,10,PI4K2A
ENSG00000185627,11,PSMD13
ENSG00000165120,7,SSMEM1
ENSG00000122592,7,HOXA7
ENSG00000203942,10,C10orf62
ENSG00000147400,X,CETN2
ENSG00000073712,14,FERMT2
ENSG00000137501,11,SYTL2
ENSG00000158516,7,CPA2
ENSG00000171160,10,MORN4
ENSG00000222011,7,FAM185A
ENSG00000167461,19,RAB8A
ENSG00000169344,16,UMOD
ENSG00000147383,X,NSDHL
ENSG00000272805,HSCHR12_2_CTG2,TAS2R10
ENSG00000204577,19,LILRB3
ENSG00000152413,5,HOMER1
ENSG00000273457,HSCHR12_2_CTG2,TAS2R13
ENSG00000168710,1,AHCYL1
ENSG00000183484,14,GPR132
ENSG00000261984,HSCHR12_2_CTG2,TAS2R14
ENSG00000231608,HSCHR6_MHC_DBB,TNXB
ENSG00000174173,3,TRMT10C
ENSG00000273431,HSCHR12_2_CTG2,TAS2R50
ENSG00000156218,15,ADAMTSL3
ENSG00000273092,HSCHR12_2_CTG2,TAS2R20
ENSG00000273404,HG1133_PATCH,TAS2R7
ENSG00000263028,HSCHR12_2_CTG2,TAS2R19
ENSG00000263097,HSCHR12_2_CTG2,TAS2R31
ENSG00000273359,HG1133_PATCH,TAS2R8
ENSG00000106153,7,CHCHD2
ENSG00000119986,10,AVPI1
ENSG00000272930,HG1133_PATCH,TAS2R9
ENSG00000196576,22,PLXNB2
ENSG00000262525,HSCHR12_2_CTG2,TAS2R46
ENSG00000205309,17,NT5M
ENSG00000196684,19,HSH2D
ENSG00000262612,HSCHR12_2_CTG2,TAS2R43
ENSG00000105193,19,RPS16
ENSG00000226858,HSCHR6_MHC_COX,ZFP57
ENSG00000262111,HSCHR12_2_CTG2,TAS2R30
ENSG00000263040,HG1133_PATCH,PRR4
ENSG00000127995,7,CASD1
ENSG00000155254,10,MARVELD1
ENSG00000138835,9,RGS3
ENSG00000159685,3,CHCHD6
ENSG00000010278,12,CD9
ENSG00000167654,19,ATCAY
ENSG00000035720,4,STAP1
ENSG00000175826,17,CTDNEP1
ENSG00000141977,19,CIB3
ENSG00000112282,6,MED23
ENSG00000213619,11,NDUFS3
ENSG00000170325,11,PRDM10
ENSG00000111711,12,GOLT1B
ENSG00000105058,19,FAM32A
ENSG00000035499,5,DEPDC1B
ENSG00000143093,1,STRIP1
ENSG00000198959,20,TGM2
ENSG00000128510,7,CPA4
ENSG00000169340,16,PDILT
ENSG00000010256,3,UQCRC1
ENSG00000081154,3,PCNP
ENSG00000160789,1,LMNA
ENSG00000110536,11,PTPMT1
ENSG00000033178,4,UBA6
ENSG00000077009,19,NMRK2
ENSG00000235134,HSCHR6_MHC_MCF,CYP21A2
ENSG00000141026,17,MED9
ENSG00000215704,1,CELA2B
ENSG00000147394,X,ZNF185
ENSG00000149633,20,KIAA1755
ENSG00000123444,11,KBTBD4
ENSG00000140995,16,DEF8
ENSG00000183549,16,ACSM5
ENSG00000268427,22,AL022328.1
ENSG00000170525,10,PFKFB3
ENSG00000185177,7,ZNF479
ENSG00000072958,19,AP1M1
ENSG00000182111,7,ZNF716
ENSG00000259511,15,UBE2Q2L
ENSG00000134690,1,CDCA8
ENSG00000273279,HG1133_PATCH,TAS2R10
ENSG00000235085,17,AC091153.4
ENSG00000205593,22,DENND6B
ENSG00000184916,14,JAG2
ENSG00000273105,HG1133_PATCH,TAS2R13
ENSG00000257482,7,ZNF727
ENSG00000197106,1,SLC6A17
ENSG00000255408,5,PCDHA3
ENSG00000197123,7,ZNF679
ENSG00000196497,14,IPO4
ENSG00000262103,HG1133_PATCH,TAS2R14
ENSG00000101425,20,BPI
ENSG00000167657,19,DAPK3
ENSG00000272952,HG1133_PATCH,TAS2R50
ENSG00000234444,7,ZNF736
ENSG00000204967,5,PCDHA4
ENSG00000272873,HG1133_PATCH,TAS2R20
ENSG00000157657,9,ZNF618
ENSG00000262393,HG1133_PATCH,TAS2R19
ENSG00000109163,4,GNRHR
ENSG00000132906,1,CASP9
ENSG00000262379,HG1133_PATCH,TAS2R31
ENSG00000163947,3,ARHGEF3
ENSG00000262889,HG1133_PATCH,TAS2R46
ENSG00000262908,HG1133_PATCH,TAS2R30
ENSG00000204965,5,PCDHA5
ENSG00000174885,11,NLRP6
ENSG00000108551,17,RASD1
ENSG00000116396,1,KCNC4
ENSG00000184206,15,GOLGA6L4
ENSG00000070190,4,DAPP1
ENSG00000161040,7,FBXL13
ENSG00000103037,16,SETD6
ENSG00000244482,19,LILRA6
ENSG00000183317,1,EPHA10
ENSG00000106927,9,AMBP
ENSG00000155256,10,ZFYVE27
ENSG00000081842,5,PCDHA6
ENSG00000008323,12,PLEKHG6
ENSG00000104343,8,UBE2W
ENSG00000187068,3,C3orf70
ENSG00000156831,8,NSMCE2
ENSG00000114554,3,PLXNA1
ENSG00000127528,19,KLF2
ENSG00000183747,16,ACSM2A
ENSG00000206258,HSCHR6_MHC_MCF,TNXB
ENSG00000162775,1,RBM15
ENSG00000176371,15,ZSCAN2
ENSG00000204962,5,PCDHA8
ENSG00000111713,12,GYS2
ENSG00000185090,1,MANEAL
ENSG00000116138,1,DNAJC16
ENSG00000113790,3,EHHADH
ENSG00000109270,4,LAMTOR3
ENSG00000231880,11,KBTBD4
ENSG00000204961,5,PCDHA9
ENSG00000066422,3,ZBTB11
ENSG00000196666,11,FAM180B
ENSG00000137403,HSCHR6_MHC_COX,HLA-F
ENSG00000173041,7,ZNF680
ENSG00000172247,11,C1QTNF4
ENSG00000153802,4,TMPRSS11D
ENSG00000250120,5,PCDHA10
ENSG00000114391,3,RPL24
ENSG00000129988,20,LBP
ENSG00000106049,7,HIBADH
ENSG00000196235,19,SUPT5H
ENSG00000173334,8,TRIB1
ENSG00000116771,1,AGMAT
ENSG00000196247,7,ZNF107
ENSG00000127990,7,SGCE
ENSG00000249158,5,PCDHA11
ENSG00000109919,11,MTCH2
ENSG00000167658,19,EEF2
ENSG00000196739,9,COL27A1
ENSG00000133027,17,PEMT
ENSG00000259938,HG115_PATCH,CUX1
ENSG00000197312,1,DDI2
ENSG00000164031,4,DNAJB14
ENSG00000168679,1,SLC16A4
ENSG00000187054,4,TMPRSS11A
ENSG00000100523,14,DDHD1
ENSG00000111716,12,LDHB
ENSG00000168468,HSCHR6_MHC_DBB,ATF6B
ENSG00000177082,15,WDR73
ENSG00000105229,19,PIAS4
ENSG00000170291,17,ELP5
ENSG00000212993,8,POU5F1B
ENSG00000150676,11,CCDC83
ENSG00000136997,8,MYC
ENSG00000168610,17,STAT3
ENSG00000055483,17,USP36
ENSG00000229314,9,ORM1
ENSG00000134248,1,LAMTOR5
ENSG00000105609,19,LILRB5
ENSG00000198092,4,TMPRSS11F
ENSG00000187097,14,ENTPD5
ENSG00000147697,8,GSDMC
ENSG00000197008,7,ZNF138
ENSG00000084234,11,APLP2
ENSG00000251664,5,PCDHA12
ENSG00000143125,1,PROK1
ENSG00000127527,19,EPS15L1
ENSG00000228278,9,ORM2
ENSG00000164032,4,H2AFZ
